#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ABRACL	TMX1	9606.ENSP00000356632	9606.ENSP00000393316	0	0	0	0	0.133	0	0	0.358	0.419
CXCL12	MMP2	9606.ENSP00000379140	9606.ENSP00000219070	0	0	0	0	0.213	0.213	0	0.650	0.764
CXCL12	CXCL6	9606.ENSP00000379140	9606.ENSP00000226317	0	0	0	0	0	0.270	0	0.518	0.633
CXCL12	MSX2	9606.ENSP00000379140	9606.ENSP00000239243	0	0	0	0	0	0	0	0.698	0.698
CXCL12	GNGT1	9606.ENSP00000379140	9606.ENSP00000248572	0	0	0	0	0	0	0.900	0.073	0.903
CXCL12	NT5E	9606.ENSP00000379140	9606.ENSP00000257770	0	0	0	0	0	0	0	0.568	0.568
CXCL12	CXCL13	9606.ENSP00000379140	9606.ENSP00000286758	0	0	0	0	0.062	0	0	0.792	0.796
CXCL12	SEMA3E	9606.ENSP00000379140	9606.ENSP00000303212	0	0	0	0	0	0	0	0.401	0.400
CXCL12	FGF13	9606.ENSP00000379140	9606.ENSP00000322390	0	0	0	0	0	0	0	0.606	0.606
CXCL12	MMP1	9606.ENSP00000379140	9606.ENSP00000322788	0	0	0	0	0	0	0	0.505	0.505
CXCL12	PLCB1	9606.ENSP00000379140	9606.ENSP00000338185	0	0	0	0	0	0	0.900	0.082	0.904
CXCL12	PLAUR	9606.ENSP00000379140	9606.ENSP00000339328	0	0	0	0	0	0	0	0.420	0.420
CXCL12	CXCL9	9606.ENSP00000379140	9606.ENSP00000354901	0	0	0	0	0.065	0.237	0	0.859	0.890
CXCL12	RUNX2	9606.ENSP00000379140	9606.ENSP00000360493	0	0	0	0	0	0	0	0.517	0.517
CXCL12	MMP9	9606.ENSP00000379140	9606.ENSP00000361405	0	0	0	0	0	0	0	0.710	0.710
CXCL12	PLAU	9606.ENSP00000379140	9606.ENSP00000361850	0	0	0	0	0	0	0	0.400	0.400
CXCL12	SDC1	9606.ENSP00000379140	9606.ENSP00000370542	0	0	0	0	0.076	0	0	0.503	0.521
CXCL12	SEMA5A	9606.ENSP00000379140	9606.ENSP00000371936	0	0	0	0	0.078	0	0	0.390	0.413
CXCL12	SPP1	9606.ENSP00000379140	9606.ENSP00000378517	0	0	0	0	0.062	0	0	0.652	0.660
CXCL12	RARRES2	9606.ENSP00000379140	9606.ENSP00000418009	0	0	0	0	0.162	0	0	0.314	0.400
CXCL12	CXCL17	9606.ENSP00000379140	9606.ENSP00000472467	0	0	0	0	0	0.237	0	0.341	0.475
CXCL12	LYN	9606.ENSP00000379140	9606.ENSP00000428924	0	0	0	0	0	0	0	0.519	0.519
CXCL13	CXCL6	9606.ENSP00000286758	9606.ENSP00000226317	0	0	0	0	0	0	0	0.554	0.554
CXCL13	MMP12	9606.ENSP00000286758	9606.ENSP00000458585	0	0	0	0	0.152	0	0	0.325	0.403
CXCL13	MMP9	9606.ENSP00000286758	9606.ENSP00000361405	0	0	0	0	0.100	0	0	0.414	0.450
CXCL13	SDC1	9606.ENSP00000286758	9606.ENSP00000370542	0	0	0	0	0	0	0	0.463	0.463
CXCL13	IL21R	9606.ENSP00000286758	9606.ENSP00000338010	0	0	0	0	0.064	0	0	0.467	0.479
CXCL13	MME	9606.ENSP00000286758	9606.ENSP00000418525	0	0	0	0	0	0	0	0.506	0.506
CXCL13	CXCL9	9606.ENSP00000286758	9606.ENSP00000354901	0	0	0	0	0.482	0	0.800	0.727	0.969
CXCL17	CXCL9	9606.ENSP00000472467	9606.ENSP00000354901	0	0	0	0	0	0.237	0	0.391	0.515
CXCL6	MMP9	9606.ENSP00000226317	9606.ENSP00000361405	0	0	0	0	0.106	0.270	0	0.496	0.643
CXCL9	LCN2	9606.ENSP00000354901	9606.ENSP00000362108	0	0	0	0	0.065	0	0	0.403	0.417
CXCL9	ISG15	9606.ENSP00000354901	9606.ENSP00000368699	0	0	0	0	0.082	0	0	0.457	0.480
CXCL9	LYN	9606.ENSP00000354901	9606.ENSP00000428924	0	0	0	0	0.084	0	0	0.464	0.488
CXCL9	MMP12	9606.ENSP00000354901	9606.ENSP00000458585	0	0	0	0	0.196	0	0	0.406	0.502
CXCL9	MMP9	9606.ENSP00000354901	9606.ENSP00000361405	0	0	0	0	0.160	0	0	0.504	0.565
CXCL9	GBP5	9606.ENSP00000354901	9606.ENSP00000359488	0	0	0	0	0.676	0	0	0.418	0.803
CYBRD1	EIF5B	9606.ENSP00000319141	9606.ENSP00000289371	0	0	0	0	0	0	0	0.456	0.456
CYBRD1	MIER1	9606.ENSP00000319141	9606.ENSP00000383820	0	0	0	0	0	0.684	0	0	0.684
CYP24A1	SPP1	9606.ENSP00000216862	9606.ENSP00000378517	0	0	0	0	0.062	0	0	0.438	0.450
CYP24A1	SNW1	9606.ENSP00000216862	9606.ENSP00000261531	0	0	0	0	0	0	0	0.575	0.575
CYTH1	DOPEY1	9606.ENSP00000354398	9606.ENSP00000237163	0	0	0	0	0.108	0	0	0.419	0.459
CYTH1	GNGT1	9606.ENSP00000354398	9606.ENSP00000248572	0	0	0	0	0	0	0.900	0	0.900
CYTH1	SNX4	9606.ENSP00000354398	9606.ENSP00000251775	0	0	0	0	0.062	0.057	0	0.423	0.445
CYTH1	HPGD	9606.ENSP00000354398	9606.ENSP00000296522	0	0	0	0	0	0	0	0.423	0.423
CYTH1	MCFD2	9606.ENSP00000354398	9606.ENSP00000386651	0	0	0	0	0	0	0	0.415	0.415
CYTH1	GGA3	9606.ENSP00000354398	9606.ENSP00000438085	0	0	0	0	0.089	0	0	0.535	0.558
DACT2	TGFBR1	9606.ENSP00000355760	9606.ENSP00000364133	0	0	0	0	0.049	0.182	0	0.588	0.652
DBNDD1	TMEM132B	9606.ENSP00000457625	9606.ENSP00000299308	0	0	0	0	0.062	0	0	0.401	0.414
DCN	SULF1	9606.ENSP00000052754	9606.ENSP00000260128	0	0	0	0	0.217	0	0	0.266	0.401
DCN	EFEMP1	9606.ENSP00000052754	9606.ENSP00000378058	0	0	0	0	0.230	0.064	0	0.243	0.407
DCN	FGF13	9606.ENSP00000052754	9606.ENSP00000322390	0	0	0	0	0	0	0	0.426	0.426
DCN	PEG3	9606.ENSP00000052754	9606.ENSP00000326581	0	0	0	0	0.069	0.060	0	0.408	0.436
DCN	TGM2	9606.ENSP00000052754	9606.ENSP00000355330	0	0	0	0	0.109	0	0	0.418	0.459
DCN	SRI	9606.ENSP00000052754	9606.ENSP00000265729	0	0	0	0	0	0.059	0	0.456	0.466
DCN	OGN	9606.ENSP00000052754	9606.ENSP00000262551	0	0	0	0.639	0.287	0	0	0.769	0.482
DCN	HAPLN1	9606.ENSP00000052754	9606.ENSP00000274341	0	0	0	0	0	0.070	0	0.469	0.486
DCN	RUNX2	9606.ENSP00000052754	9606.ENSP00000360493	0	0	0	0	0	0	0	0.488	0.488
DCN	TGFBR1	9606.ENSP00000052754	9606.ENSP00000364133	0	0	0	0	0	0.089	0	0.462	0.489
DCN	FMOD	9606.ENSP00000052754	9606.ENSP00000347041	0	0	0.442	0.693	0.322	0	0	0.950	0.581
DCN	MMP1	9606.ENSP00000052754	9606.ENSP00000322788	0	0	0	0	0.069	0	0	0.570	0.582
DCN	MMP9	9606.ENSP00000052754	9606.ENSP00000361405	0	0	0	0	0.062	0	0	0.575	0.585
DCN	SPP1	9606.ENSP00000052754	9606.ENSP00000378517	0	0	0	0	0	0	0	0.642	0.642
DCN	MFAP4	9606.ENSP00000052754	9606.ENSP00000378957	0	0	0	0	0.560	0.056	0	0.223	0.649
DCN	GPC6	9606.ENSP00000052754	9606.ENSP00000366246	0	0	0	0	0.089	0.063	0.900	0.404	0.942
DCN	SDC1	9606.ENSP00000052754	9606.ENSP00000370542	0	0	0	0	0.062	0	0.900	0.595	0.958
DCN	YBX1	9606.ENSP00000052754	9606.ENSP00000361626	0	0	0	0	0	0	0	0.978	0.978
DCN	MMP2	9606.ENSP00000052754	9606.ENSP00000219070	0	0	0	0	0.791	0.213	0.900	0.558	0.991
DEGS1	SGPP2	9606.ENSP00000316476	9606.ENSP00000315137	0	0	0	0	0.052	0	0.900	0.490	0.947
DEPDC1	MYBL2	9606.ENSP00000412292	9606.ENSP00000217026	0	0	0	0	0.349	0	0	0.288	0.517
DEPDC1	NCAPH	9606.ENSP00000412292	9606.ENSP00000240423	0	0	0	0	0.599	0	0	0.242	0.683
DEPDC1	MND1	9606.ENSP00000412292	9606.ENSP00000240488	0	0	0	0	0.562	0	0	0	0.562
DEPDC1	DLGAP5	9606.ENSP00000412292	9606.ENSP00000247191	0	0	0	0	0.920	0	0	0.392	0.949
DEPDC1	NCAPG	9606.ENSP00000412292	9606.ENSP00000251496	0	0	0	0	0.795	0	0	0.194	0.828
DEPDC1	KIF11	9606.ENSP00000412292	9606.ENSP00000260731	0	0	0	0	0.940	0	0	0.057	0.941
DEPDC1	NDC80	9606.ENSP00000412292	9606.ENSP00000261597	0	0	0	0	0.846	0	0	0.074	0.852
DEPDC1	DEPDC1B	9606.ENSP00000412292	9606.ENSP00000265036	0	0	0	0.918	0.592	0	0	0.777	0.618
DEPDC1	NUF2	9606.ENSP00000412292	9606.ENSP00000271452	0	0	0	0	0.644	0	0	0.504	0.816
DEPDC1	SPC25	9606.ENSP00000412292	9606.ENSP00000282074	0	0	0	0	0.435	0	0	0	0.435
DEPDC1	MELK	9606.ENSP00000412292	9606.ENSP00000298048	0	0	0	0	0.729	0	0	0.273	0.794
DEPDC1	TPX2	9606.ENSP00000412292	9606.ENSP00000300403	0	0	0	0	0.715	0	0	0	0.715
DEPDC1	SHCBP1	9606.ENSP00000412292	9606.ENSP00000306473	0	0	0	0	0.604	0	0	0.265	0.696
DEPDC1	KIF15	9606.ENSP00000412292	9606.ENSP00000324020	0	0	0	0	0.810	0	0	0.241	0.850
DEPDC1	FOXM1	9606.ENSP00000412292	9606.ENSP00000342307	0	0	0	0	0.590	0.130	0	0.424	0.777
DEPDC1	RRM2	9606.ENSP00000412292	9606.ENSP00000353770	0	0	0	0	0.773	0	0	0.283	0.830
DEPDC1	EXO1	9606.ENSP00000412292	9606.ENSP00000355506	0	0	0	0	0.675	0	0	0.130	0.705
DEPDC1	NEK2	9606.ENSP00000412292	9606.ENSP00000355966	0	0	0	0	0.876	0	0	0.222	0.900
DEPDC1	KIF14	9606.ENSP00000412292	9606.ENSP00000356319	0	0	0	0	0.788	0	0	0.348	0.856
DEPDC1	TTK	9606.ENSP00000412292	9606.ENSP00000358813	0	0	0	0	0.855	0	0	0.503	0.925
DEPDC1	RAD54L	9606.ENSP00000412292	9606.ENSP00000361043	0	0	0	0	0.509	0	0	0.077	0.527
DEPDC1	HMMR	9606.ENSP00000412292	9606.ENSP00000377492	0	0	0	0	0.805	0	0	0.242	0.846
DEPDC1	PTTG1	9606.ENSP00000412292	9606.ENSP00000377536	0	0	0	0	0.586	0	0	0.240	0.672
DEPDC1	KIF20A	9606.ENSP00000412292	9606.ENSP00000378356	0	0	0	0	0.855	0	0	0.503	0.924
DEPDC1	TOP2A	9606.ENSP00000412292	9606.ENSP00000411532	0	0	0	0	0.939	0	0	0.217	0.950
DEPDC1	UHRF1	9606.ENSP00000412292	9606.ENSP00000479617	0	0	0	0	0.337	0	0	0.137	0.404
DEPDC1	E2F8	9606.ENSP00000412292	9606.ENSP00000481103	0	0	0	0	0.399	0	0	0.192	0.494
DEPDC1	FAM83D	9606.ENSP00000412292	9606.ENSP00000481110	0	0	0	0	0.561	0	0	0.260	0.661
DEPDC1	MCM10	9606.ENSP00000412292	9606.ENSP00000418268	0	0	0	0	0.680	0	0	0.053	0.684
DEPDC1	HJURP	9606.ENSP00000412292	9606.ENSP00000414109	0	0	0	0	0.813	0	0	0	0.813
DEPDC1	PBK	9606.ENSP00000412292	9606.ENSP00000428489	0	0	0	0	0.815	0	0	0.345	0.874
DEPDC1B	NCAPH	9606.ENSP00000265036	9606.ENSP00000240423	0	0	0	0	0.437	0	0	0.310	0.594
DEPDC1B	MND1	9606.ENSP00000265036	9606.ENSP00000240488	0	0	0	0	0.561	0	0	0	0.561
DEPDC1B	DLGAP5	9606.ENSP00000265036	9606.ENSP00000247191	0	0	0	0	0.732	0	0	0.057	0.737
DEPDC1B	NCAPG	9606.ENSP00000265036	9606.ENSP00000251496	0	0	0	0	0.587	0	0	0.234	0.670
DEPDC1B	KIF11	9606.ENSP00000265036	9606.ENSP00000260731	0	0	0	0	0.621	0	0	0.115	0.650
DEPDC1B	NDC80	9606.ENSP00000265036	9606.ENSP00000261597	0	0	0	0	0.431	0	0	0	0.431
DEPDC1B	NEK2	9606.ENSP00000265036	9606.ENSP00000355966	0	0	0	0	0.446	0	0	0.061	0.458
DEPDC1B	PTPRF	9606.ENSP00000265036	9606.ENSP00000353030	0	0	0	0	0	0.270	0	0.305	0.471
DEPDC1B	SHCBP1	9606.ENSP00000265036	9606.ENSP00000306473	0	0	0	0	0.357	0	0	0.224	0.480
DEPDC1B	FOXM1	9606.ENSP00000265036	9606.ENSP00000342307	0	0	0	0	0.369	0	0	0.252	0.508
DEPDC1B	PTTG1	9606.ENSP00000265036	9606.ENSP00000377536	0	0	0	0	0.554	0	0	0.074	0.569
DEPDC1B	EXO1	9606.ENSP00000265036	9606.ENSP00000355506	0	0	0	0	0.571	0	0	0.070	0.584
DEPDC1B	TPX2	9606.ENSP00000265036	9606.ENSP00000300403	0	0	0	0	0.587	0	0	0	0.587
DEPDC1B	NUF2	9606.ENSP00000265036	9606.ENSP00000271452	0	0	0	0	0.590	0	0	0	0.590
DEPDC1B	MCM10	9606.ENSP00000265036	9606.ENSP00000418268	0	0	0	0	0.560	0	0	0.113	0.593
DEPDC1B	MELK	9606.ENSP00000265036	9606.ENSP00000298048	0	0	0	0	0.599	0	0	0.042	0.599
DEPDC1B	KIF14	9606.ENSP00000265036	9606.ENSP00000356319	0	0	0	0	0.510	0	0	0.219	0.601
DEPDC1B	KIF20A	9606.ENSP00000265036	9606.ENSP00000378356	0	0	0	0	0.602	0	0	0	0.602
DEPDC1B	RRM2	9606.ENSP00000265036	9606.ENSP00000353770	0	0	0	0	0.589	0	0	0.074	0.603
DEPDC1B	PBK	9606.ENSP00000265036	9606.ENSP00000428489	0	0	0	0	0.596	0	0	0.062	0.605
DEPDC1B	TOP2A	9606.ENSP00000265036	9606.ENSP00000411532	0	0	0	0	0.617	0	0	0.071	0.629
DEPDC1B	HJURP	9606.ENSP00000265036	9606.ENSP00000414109	0	0	0	0	0.596	0	0	0.134	0.636
DEPDC1B	TTK	9606.ENSP00000265036	9606.ENSP00000358813	0	0	0	0	0.621	0	0	0.102	0.645
DEPDC1B	FAM83D	9606.ENSP00000265036	9606.ENSP00000481110	0	0	0	0	0.504	0	0	0.327	0.651
DEPDC1B	KIF15	9606.ENSP00000265036	9606.ENSP00000324020	0	0	0	0	0.708	0	0	0.058	0.713
DEPDC1B	HMMR	9606.ENSP00000265036	9606.ENSP00000377492	0	0	0	0	0.687	0	0	0.232	0.749
DERL1	SNX4	9606.ENSP00000259512	9606.ENSP00000251775	0	0	0	0	0.077	0.262	0	0.192	0.401
DERL1	DNAJB1	9606.ENSP00000259512	9606.ENSP00000254322	0	0	0	0	0.062	0	0	0.463	0.475
DERL1	P4HB	9606.ENSP00000259512	9606.ENSP00000327801	0	0	0	0	0.112	0.057	0	0.390	0.444
DERL1	UGGT2	9606.ENSP00000259512	9606.ENSP00000365938	0	0	0	0	0.054	0	0	0.516	0.523
DERL1	UBXN4	9606.ENSP00000259512	9606.ENSP00000272638	0	0	0	0	0	0.270	0	0.505	0.623
DERL1	SEC62	9606.ENSP00000259512	9606.ENSP00000337688	0	0	0	0	0.122	0	0	0.617	0.650
DERL1	HSP90B1	9606.ENSP00000259512	9606.ENSP00000299767	0	0	0	0	0.097	0.439	0	0.434	0.688
DERL1	HERPUD1	9606.ENSP00000259512	9606.ENSP00000409555	0	0	0	0	0	0.292	0	0.619	0.719
DGKE	LIPG	9606.ENSP00000284061	9606.ENSP00000261292	0	0	0	0	0	0	0.650	0	0.650
DGKE	PLCB1	9606.ENSP00000284061	9606.ENSP00000338185	0	0	0	0	0.062	0	0.650	0.331	0.761
DHFR	MYBL2	9606.ENSP00000396308	9606.ENSP00000217026	0	0	0	0	0.230	0	0	0.349	0.477
DHFR	NCAPH	9606.ENSP00000396308	9606.ENSP00000240423	0	0	0	0	0.492	0	0	0.090	0.518
DHFR	NCAPG	9606.ENSP00000396308	9606.ENSP00000251496	0	0	0	0	0.530	0	0	0.091	0.555
DHFR	HTR2B	9606.ENSP00000396308	9606.ENSP00000258400	0	0	0	0	0	0	0	0.508	0.508
DHFR	KIF11	9606.ENSP00000396308	9606.ENSP00000260731	0	0	0	0	0.420	0	0	0.177	0.503
DHFR	MCM4	9606.ENSP00000396308	9606.ENSP00000262105	0	0	0	0	0.594	0	0	0.572	0.819
DHFR	MAT2A	9606.ENSP00000396308	9606.ENSP00000303147	0	0	0	0	0	0	0	0.416	0.416
DHFR	FGF13	9606.ENSP00000396308	9606.ENSP00000322390	0	0	0	0	0	0	0	0.451	0.451
DHFR	KIF15	9606.ENSP00000396308	9606.ENSP00000324020	0	0	0	0	0.430	0	0	0	0.430
DHFR	RRM2	9606.ENSP00000396308	9606.ENSP00000353770	0	0	0	0	0.581	0	0	0.465	0.766
DHFR	E2F8	9606.ENSP00000396308	9606.ENSP00000481103	0	0	0	0	0.190	0	0	0.444	0.530
DHFR	TOP2A	9606.ENSP00000396308	9606.ENSP00000411532	0	0	0	0	0.310	0	0	0.495	0.637
DLGAP5	MYBL2	9606.ENSP00000247191	9606.ENSP00000217026	0	0	0	0	0.554	0	0	0.280	0.665
DLGAP5	NCAPH	9606.ENSP00000247191	9606.ENSP00000240423	0	0	0	0	0.852	0	0	0.352	0.900
DLGAP5	MND1	9606.ENSP00000247191	9606.ENSP00000240488	0	0	0	0	0.777	0	0	0	0.777
DLGAP5	GAS2L3	9606.ENSP00000247191	9606.ENSP00000448955	0	0	0	0	0.134	0.074	0	0.425	0.499
DLGAP5	NUMA1	9606.ENSP00000247191	9606.ENSP00000377298	0	0	0	0	0	0	0	0.503	0.503
DLGAP5	UHRF1	9606.ENSP00000247191	9606.ENSP00000479617	0	0	0	0	0.461	0	0	0.124	0.508
DLGAP5	MTFR2	9606.ENSP00000247191	9606.ENSP00000395232	0	0	0	0	0.541	0	0	0	0.541
DLGAP5	SPC24	9606.ENSP00000247191	9606.ENSP00000465075	0	0	0	0	0.386	0	0	0.310	0.558
DLGAP5	PAX6	9606.ENSP00000247191	9606.ENSP00000404100	0	0	0	0	0	0	0	0.609	0.609
DLGAP5	FAM83D	9606.ENSP00000247191	9606.ENSP00000481110	0	0	0	0	0.565	0	0	0.289	0.678
DLGAP5	MCM4	9606.ENSP00000247191	9606.ENSP00000262105	0	0	0	0	0.772	0	0	0.157	0.800
DLGAP5	SPC25	9606.ENSP00000247191	9606.ENSP00000282074	0	0	0	0	0.783	0	0	0.145	0.807
DLGAP5	SHCBP1	9606.ENSP00000247191	9606.ENSP00000306473	0	0	0	0	0.777	0	0	0.193	0.813
DLGAP5	EXO1	9606.ENSP00000247191	9606.ENSP00000355506	0	0	0	0	0.823	0	0	0.162	0.846
DLGAP5	RAD54L	9606.ENSP00000247191	9606.ENSP00000361043	0	0	0	0	0.782	0.057	0	0.345	0.854
DLGAP5	MCM10	9606.ENSP00000247191	9606.ENSP00000418268	0	0	0	0	0.810	0	0	0.423	0.886
DLGAP5	KIF14	9606.ENSP00000247191	9606.ENSP00000356319	0	0	0	0	0.846	0.056	0	0.427	0.909
DLGAP5	FOXM1	9606.ENSP00000247191	9606.ENSP00000342307	0	0	0	0	0.867	0	0	0.362	0.911
DLGAP5	E2F8	9606.ENSP00000247191	9606.ENSP00000481103	0	0	0	0	0.915	0	0	0.265	0.934
DLGAP5	HJURP	9606.ENSP00000247191	9606.ENSP00000414109	0	0	0	0	0.895	0	0	0.401	0.934
DLGAP5	RRM2	9606.ENSP00000247191	9606.ENSP00000353770	0	0	0	0	0.916	0	0	0.518	0.958
DLGAP5	PTTG1	9606.ENSP00000247191	9606.ENSP00000377536	0	0	0	0	0.922	0	0	0.507	0.959
DLGAP5	NEK2	9606.ENSP00000247191	9606.ENSP00000355966	0	0	0	0	0.931	0	0	0.467	0.961
DLGAP5	MELK	9606.ENSP00000247191	9606.ENSP00000298048	0	0	0	0	0.942	0	0	0.506	0.970
DLGAP5	KIF15	9606.ENSP00000247191	9606.ENSP00000324020	0	0	0	0	0.941	0.056	0	0.538	0.972
DLGAP5	NUF2	9606.ENSP00000247191	9606.ENSP00000271452	0	0	0	0	0.947	0	0	0.544	0.974
DLGAP5	HMMR	9606.ENSP00000247191	9606.ENSP00000377492	0	0	0	0	0.956	0	0	0.527	0.978
DLGAP5	PBK	9606.ENSP00000247191	9606.ENSP00000428489	0	0	0	0	0.958	0.056	0	0.523	0.979
DLGAP5	KIF20A	9606.ENSP00000247191	9606.ENSP00000378356	0	0	0	0	0.963	0.056	0	0.528	0.982
DLGAP5	NCAPG	9606.ENSP00000247191	9606.ENSP00000251496	0	0	0	0	0.976	0	0	0.510	0.987
DLGAP5	NDC80	9606.ENSP00000247191	9606.ENSP00000261597	0	0	0	0	0.974	0	0	0.559	0.988
DLGAP5	TOP2A	9606.ENSP00000247191	9606.ENSP00000411532	0	0	0	0	0.979	0	0	0.556	0.990
DLGAP5	TTK	9606.ENSP00000247191	9606.ENSP00000358813	0	0	0	0	0.982	0	0	0.520	0.991
DLGAP5	TPX2	9606.ENSP00000247191	9606.ENSP00000300403	0	0	0	0	0.964	0	0	0.900	0.996
DLGAP5	KIF11	9606.ENSP00000247191	9606.ENSP00000260731	0	0	0	0	0.978	0.056	0	0.959	0.999
DNAJB1	SEC62	9606.ENSP00000254322	9606.ENSP00000337688	0	0	0	0	0.064	0	0	0.435	0.449
DNAJB1	GSPT2	9606.ENSP00000254322	9606.ENSP00000341247	0	0	0	0	0.062	0.242	0	0.295	0.454
DNAJB1	P4HB	9606.ENSP00000254322	9606.ENSP00000327801	0	0	0	0	0.062	0.118	0	0.412	0.472
DNAJB1	LRRK2	9606.ENSP00000254322	9606.ENSP00000298910	0	0	0	0	0.062	0.353	0	0.234	0.495
DNAJB1	NQO1	9606.ENSP00000254322	9606.ENSP00000319788	0	0	0	0	0	0.464	0	0.225	0.567
DNAJB1	HSP90B1	9606.ENSP00000254322	9606.ENSP00000299767	0	0	0	0	0.143	0.166	0	0.734	0.794
DNAJB1	DNAJB4	9606.ENSP00000254322	9606.ENSP00000359799	0	0	0.439	0.970	0	0.823	0	0.735	0.828
DNAJB4	TXNL1	9606.ENSP00000359799	9606.ENSP00000217515	0	0	0	0	0	0	0	0.498	0.498
DNAJB4	HSP90B1	9606.ENSP00000359799	9606.ENSP00000299767	0	0	0	0	0.143	0.166	0	0.440	0.565
DNAJB4	GSPT2	9606.ENSP00000359799	9606.ENSP00000341247	0	0	0	0	0.062	0.242	0	0.295	0.454
DOPEY1	PQLC1	9606.ENSP00000237163	9606.ENSP00000380880	0	0	0	0	0.064	0.213	0	0.302	0.440
DOPEY1	NUF2	9606.ENSP00000237163	9606.ENSP00000271452	0	0	0	0	0	0	0	0.454	0.454
DOPEY1	NAP1L2	9606.ENSP00000237163	9606.ENSP00000362616	0	0	0	0	0.064	0	0	0.457	0.470
DUSP2	MAPK1	9606.ENSP00000288943	9606.ENSP00000215832	0	0	0	0	0	0.538	0.900	0.479	0.973
DUSP2	FOSB	9606.ENSP00000288943	9606.ENSP00000245919	0	0	0	0	0.142	0.139	0	0.272	0.415
DUSP2	FOS	9606.ENSP00000288943	9606.ENSP00000306245	0	0	0	0	0.106	0.139	0	0.332	0.442
E2F8	MYBL2	9606.ENSP00000481103	9606.ENSP00000217026	0	0	0	0	0.358	0.176	0	0.535	0.733
E2F8	NCAPH	9606.ENSP00000481103	9606.ENSP00000240423	0	0	0	0	0.393	0	0	0.120	0.443
E2F8	NCAPG	9606.ENSP00000481103	9606.ENSP00000251496	0	0	0	0	0.611	0	0	0.329	0.728
E2F8	KIF11	9606.ENSP00000481103	9606.ENSP00000260731	0	0	0	0	0.911	0	0	0.261	0.932
E2F8	NDC80	9606.ENSP00000481103	9606.ENSP00000261597	0	0	0	0	0.643	0	0	0.096	0.664
E2F8	MCM4	9606.ENSP00000481103	9606.ENSP00000262105	0	0	0	0	0.302	0.062	0	0.319	0.515
E2F8	MELK	9606.ENSP00000481103	9606.ENSP00000298048	0	0	0	0	0.566	0	0	0.233	0.653
E2F8	TPX2	9606.ENSP00000481103	9606.ENSP00000300403	0	0	0	0	0.501	0	0	0.140	0.552
E2F8	SHCBP1	9606.ENSP00000481103	9606.ENSP00000306473	0	0	0	0	0.347	0	0	0.123	0.403
E2F8	KIF15	9606.ENSP00000481103	9606.ENSP00000324020	0	0	0	0	0.900	0	0	0.264	0.923
E2F8	FOXM1	9606.ENSP00000481103	9606.ENSP00000342307	0	0	0	0	0.744	0.058	0	0.465	0.860
E2F8	RRM2	9606.ENSP00000481103	9606.ENSP00000353770	0	0	0	0	0.910	0	0	0.397	0.943
E2F8	EXO1	9606.ENSP00000481103	9606.ENSP00000355506	0	0	0	0	0.623	0	0	0.176	0.676
E2F8	NEK2	9606.ENSP00000481103	9606.ENSP00000355966	0	0	0	0	0.675	0	0	0.210	0.732
E2F8	KIF14	9606.ENSP00000481103	9606.ENSP00000356319	0	0	0	0	0.339	0	0	0.208	0.454
E2F8	TTK	9606.ENSP00000481103	9606.ENSP00000358813	0	0	0	0	0.774	0	0	0.236	0.820
E2F8	RAD54L	9606.ENSP00000481103	9606.ENSP00000361043	0	0	0	0	0.306	0.115	0	0.112	0.407
E2F8	HMMR	9606.ENSP00000481103	9606.ENSP00000377492	0	0	0	0	0.551	0	0	0.226	0.637
E2F8	PTTG1	9606.ENSP00000481103	9606.ENSP00000377536	0	0	0	0	0.271	0	0	0.320	0.483
E2F8	KIF20A	9606.ENSP00000481103	9606.ENSP00000378356	0	0	0	0	0.767	0	0	0.202	0.806
E2F8	TOP2A	9606.ENSP00000481103	9606.ENSP00000411532	0	0	0	0	0.909	0	0	0.270	0.930
E2F8	HJURP	9606.ENSP00000481103	9606.ENSP00000414109	0	0	0	0	0.794	0	0	0.155	0.818
E2F8	MCM10	9606.ENSP00000481103	9606.ENSP00000418268	0	0	0	0	0.561	0	0	0.305	0.682
E2F8	PBK	9606.ENSP00000481103	9606.ENSP00000428489	0	0	0	0	0.595	0.075	0	0.124	0.643
E2F8	UHRF1	9606.ENSP00000481103	9606.ENSP00000479617	0	0	0	0	0.349	0	0	0.310	0.532
ECM2	SNW1	9606.ENSP00000344758	9606.ENSP00000261531	0	0	0	0	0.062	0.214	0	0.326	0.460
ECM2	OGN	9606.ENSP00000344758	9606.ENSP00000262551	0	0	0	0.589	0.647	0	0	0.824	0.765
ECM2	EFEMP2	9606.ENSP00000344758	9606.ENSP00000309953	0	0	0	0	0.090	0.064	0	0.462	0.502
ECM2	OMD	9606.ENSP00000344758	9606.ENSP00000364700	0	0	0	0.640	0.215	0	0	0.872	0.459
ECM2	GLT8D2	9606.ENSP00000344758	9606.ENSP00000354053	0	0	0	0	0.126	0	0	0.429	0.479
EDN3	TRH	9606.ENSP00000337128	9606.ENSP00000303452	0	0	0	0	0	0	0.500	0.074	0.517
EDN3	MME	9606.ENSP00000337128	9606.ENSP00000418525	0	0	0	0	0	0	0	0.425	0.425
EDN3	LYST	9606.ENSP00000337128	9606.ENSP00000374443	0	0	0	0	0	0	0	0.516	0.516
EFEMP1	MMP2	9606.ENSP00000378058	9606.ENSP00000219070	0	0	0	0	0.157	0.061	0	0.349	0.440
